"speciesKey","speciesDisplayName","cultivar","aliases","catalogOnly","hasPhaseAdjustment","phaseBucket","hasPollinationOverride","pollinationRequirement","researchStatus","researchNoteId","lastReviewedDate"
"dragon fruit","Dragon Fruit","Georges White","George's White","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Giant Columbian Yellow","Columbian Yellow|Colombian Yellow","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Giant Orange","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Godzilla","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Halley's Comet","Halleys Comet|Haley's Comet|Haleys Comet","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Hana","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Hawaiian Orange","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Honey White","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Isis Gold","Aussie Gold|Ozzie Gold|Australian Gold|Israeli Yellow|Golden Yellow","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Jade Red","Red Jade","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Kathy Van Arum","Kathie Van Arum","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","King Kong","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","La Verne","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Lake Atitlan","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Lisa","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Lucille Lemonade","Lucille Lemonaid","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Malaysian Purple","Malay Purple","false","true","MID","true","SELF_FERTILE_CROSS_BENEFITS","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Maria Rosa","","false","true","MID","false","CROSS_POLLINATION_RECOMMENDED","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Medusa","Jellyfish","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Moroccan Red","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Natural Mystic","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Neon","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","NOID","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Palora","Ecuador Palora","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Physical Graffiti","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Pink Beauty","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Pink Champagne","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Pink Diamond","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Pink Lemonade","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Pink Panther","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Purple Haze","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Purple Heart","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Purple Megalanthus","Strawberry Megalanthus","false","true","MID","false","CROSS_POLLINATION_RECOMMENDED","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Rixford","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","San Ignacio","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Scott's Purple","Scotts Purple","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Shayna","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Sin Espinas","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Southern Cross","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Sugar Dragon","S-8|Sugar Dragon S-8","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Sunshine White","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Supernova","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Taiwan Magenta","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Thai Dragon","Thai Red","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Thomson G2","Paul Thomson G2|Tompson G2","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Townsend Pink","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Tricia","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Trish Red","Trish","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Valdivia Roja","","false","true","MID","true","NEEDS_CROSS_POLLINATION","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Vietnamese Red","Vietnam Red","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Vietnamese White","Vietnam White","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Voodoo Child","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","White Sapphire","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Wongarra Red","","false","true","MID","true","UNKNOWN","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Yellow Colombiana","Thorny Yellow|Yellow Colombiana Megalanthus|Yellow Megalanthus|Yellow Dragon|Common Yellow","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Yellow Thai","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"dragon fruit","Dragon Fruit","Zamorano","","false","true","MID","true","SELF_FERTILE","strong","pollination-research.md","2026-03-30"
"grapefruit","Grapefruit","Duncan","","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"grapefruit","Grapefruit","Flame","","false","true","MID_LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"grapefruit","Grapefruit","Marsh","","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"grapefruit","Grapefruit","Melogold","","false","true","EARLY_MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"grapefruit","Grapefruit","Oro Blanco","Oroblanco","false","true","EARLY","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"grapefruit","Grapefruit","Redblush","","false","true","MID_LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"grapefruit","Grapefruit","Rio Red","","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"grapefruit","Grapefruit","Ruby Red","","false","true","MID_LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"grapefruit","Grapefruit","Star Ruby","","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"grapefruit","Grapefruit","Thompson","","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"green sapote","Green Sapote","UF/TREC selection","","false","true","MID","false",,"reviewed","green-sapote-research.md","2026-03-30"
"green sapote","Green Sapote","Whitman","","false","true","MID","false",,"reviewed","green-sapote-research.md","2026-03-30"
"jackfruit","Jackfruit","Alba","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Black Gold","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Bosworth No. 3","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Burliar 1","Burliar-1","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Champa","Champaka|Champa Jack","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Chompa Gob","Chompa Grob|Champa Gob","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Cochin","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Dang Rasimi","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Fairchild First","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Galaxy","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Golden Nugget","Gold Nugget","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Golden Pillow","Mong Tong","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Gulabi","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Hazari","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Hew","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Honey Gold","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","J-30","J30","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","J-31","J31","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Kun Wi Chan","Thai Globe","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Lemon Gold","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Leung Bang","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Mia 1","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Muttom Varikka","Muttam Varikka|Muttomvarikka","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","N.A.N.S.I.","Nansi","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","NS1","NS-1","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Panruti Selection","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","PLR (J) 2","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","PLR 1","PLR.1|Palur 1|Palur.1 Jack","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","PPI 1","PPI.1","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Reliance","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Rudrakshi","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Shankara","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Siddu","Siddujack","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Sindhoor","Sindoor|Sindhoora Varikka","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Singapore","Ceylon Jack|Singapore Jack","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Sweet Fairchild","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Tabouey","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Thanjavur Jack","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Tree Farm","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Velipala","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Yullatin","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jackfruit","Jackfruit","Ziemen","","false","true","MID","false",,"reviewed","jackfruit-research.md","2026-03-30"
"jamaican cherry","Jamaican Cherry","Standard red-fruited type","","false","true","MID","false",,"reviewed","jamaican-cherry-research.md","2026-03-30"
"jamaican cherry","Jamaican Cherry","Yellow-fruited form","Yellow Jamaica Cherry|Yellow Jamaican Cherry|Yellow Panama Berry|Yellow Strawberry Tree","false","true","MID","false",,"reviewed","jamaican-cherry-research.md","2026-03-30"
"lemon","Lemon","Bearss","Bearss Lemon","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Eureka","","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Fino 49","","false","true","EARLY","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Fino 95","","false","true","EARLY","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Genoa","Genova","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Interdonato","","false","true","EARLY","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Lapithkiotiki","","false","true","EARLY_MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Lisbon","","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Lunario","Four Seasons|Quattro Stagioni","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Meyer","Improved Meyer","false","true","EARLY_MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Monachello","","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Ponderosa","","false","true","MID_LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Primofiori","","false","true","EARLY","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Verna","","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Villafranca","Villa Franca","false","true","MID_LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lemon","Lemon","Yen Ben","","false","true","MID_LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lime","Lime","Australian Finger","Finger Lime","false","true","MID_LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lime","Lime","Bearss","Bearss Lime|Persian|Persian Lime|Tahiti|Tahiti Lime","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lime","Lime","Kaffir","Makrut","false","true","MID_LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lime","Lime","Key Lime","Mexican|Mexican Lime","false","true","EARLY_MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lime","Lime","Palestine Sweet","Palestinian Sweet","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lime","Lime","Rangpur","","false","true","EARLY","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"lime","Lime","Sweet Lime","","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"longan","Longan","Biew Kiew","Beow Keow","false","true","MID_LATE","false","SELF_FERTILE_CROSS_BENEFITS","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"longan","Longan","Chompoo I","Chompoo","false","true","MID","false","SELF_FERTILE_CROSS_BENEFITS","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"longan","Longan","Diamond River","Petch Sakorn","false","true","LATE","false","SELF_FERTILE_CROSS_BENEFITS","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"longan","Longan","Edau","Daw","false","true","MID_LATE","false","SELF_FERTILE_CROSS_BENEFITS","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"longan","Longan","Haew","","false","true","MID","false","SELF_FERTILE_CROSS_BENEFITS","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"longan","Longan","Kohala","","false","true","MID","false","SELF_FERTILE_CROSS_BENEFITS","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"lychee","Lychee","Fei Zi Xiao","Fay Zee Siu|Feizixiao","false","true","MID","true","PARTIAL_SELF_INCOMPATIBILITY","reviewed","lychee-bloom-research.md","2026-03-30"
"lychee","Lychee","Mauritius","Tai So","false","true","MID","false","SELF_FERTILE_CROSS_BENEFITS","reviewed","lychee-bloom-research.md","2026-03-30"
"lychee","Lychee","Sweetheart","","false","true","MID","false","SELF_FERTILE_CROSS_BENEFITS","reviewed","lychee-bloom-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Abuelo","","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Akil Especial","Akil Special","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","AREC No. 3","","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Cepeda Especial","Cepeda Special","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Chenox","","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Copan","AREC No. 1","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Flores","","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Florida","","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Francisco Fernandez","Francisco Fernancez","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Lara","","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Lorito","","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Magana","MagaÃ±a","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Mayapan","AREC No. 2","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Pace","","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Pantin","Key West","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Piloto","","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Tazumal","","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamey sapote","Mamey Sapote","Viejo","","false","true","MID","false",,"reviewed","mamey-sapote-research.md","2026-03-30"
"mamoncillo","Mamoncillo","Jose Pabon","JosÃ© PabÃ³n","false","true","MID","false","NEEDS_CROSS_POLLINATION","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mamoncillo","Mamoncillo","Large","","false","true","MID","false","NEEDS_CROSS_POLLINATION","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mamoncillo","Mamoncillo","Montgomery","","false","true","MID","false","NEEDS_CROSS_POLLINATION","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mandarin","Mandarin","Encore","","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Fremont","","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Gold Nugget","","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Honey","Murcott|Honey Murcott","false","true","MID_LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Kincy","","false","true","MID_LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Kinnow","","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Nova","","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Osceola","","false","true","MID_LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Pixie","","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Ponkan","","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Shasta Gold","TDE 2|TDE #2","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Shiranui","Dekopon|Sumo|Sumo Citrus|Sumo Orange","false","true","MID_LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Tahoe Gold","TDE 3|TDE #3","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Tango","","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","W. Murcott","W Murcott|Afourer","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Wilking","","false","true","MID","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mandarin","Mandarin","Yosemite Gold","TDE 4|TDE #4","false","true","LATE","false",,"reviewed","citrus-bloom-research.md","2026-03-30"
"mango","Mango","Angie","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Ataulfo","Champagne|Champagne mango|Honey|Honey mango","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Bailey's Marvel","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Beverly","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Carabao","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Carrie","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Coconut Cream","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Cogshall","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Dot","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Duncan","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Edward","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Fairchild","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Florigon","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Fruit Punch","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Glenn","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Graham","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Haden","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Honey Kiss","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Ice Cream","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Irwin","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Julie","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Keitt","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Kent","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Kyo Savoy","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Lemon Zest","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Lippens","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","M-4","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Maha Chanok","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Mallika","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Nam Doc Mai","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Neelum","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Okrung","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
"mango","Mango","Orange Sherbet","","true","false","","true","SELF_FERTILE","reviewed","tropical-catalog-backfill-research.md","2026-03-30"
